Tick (ms),ADC Value,ForceValue
34692,585,395.7827586
34694,108,73.06758621
34696,470,317.9793103
34698,328,221.9089655
34700,355,240.1758621
34702,873,590.6296552
34704,425,287.5344828
34706,116,78.48
34708,439,297.0062069
34710,266,179.9627586
34712,293,198.2296552
34714,367,248.2944828
34716,210,142.0758621
34718,406,274.68
34720,226,152.9006897
34722,310,209.7310345
34724,938,634.6055172
34726,537,363.3082759
34728,491,332.1868966
34730,531,359.2489655
34732,272,184.022069
34734,510,345.0413793
34736,310,209.7310345
34738,390,263.8551724
34740,751,508.0903448
34742,169,114.3372414
34744,560,378.8689655
34746,123,83.21586207
34748,716,484.4110345
34750,623,421.4917241
34752,215,145.4586207
34754,849,574.3924138
34756,779,527.0337931
34758,1357,918.0806897
34760,1358,918.7572414
34762,1272,860.5737931
34764,1260,852.4551724
34766,1369,926.1993103
34768,1539,1041.213103
34770,1532,1036.477241
34772,1846,1248.914483
34774,2274,1538.478621
34776,2298,1554.715862
34778,2368,1602.074483
34780,2583,1747.533103
34782,2085,1410.610345
34784,2014,1362.575172
34786,1873,1267.181379
34788,2122,1435.642759
34790,2561,1732.648966
34792,2617,1770.535862
34794,2767,1872.018621
34796,2662,1800.98069
34798,2403,1625.753793
34800,2219,1501.268276
34802,2208,1493.826207
34804,2168,1466.764138
34806,2110,1427.524138
34808,1993,1348.367586
34810,1974,1335.513103
34812,1722,1165.022069
34814,1646,1113.604138
34816,1459,987.0889655
34818,1012,684.6703448
34820,903,610.9262069
34822,881,596.042069
34824,485,328.1275862
34826,564,381.5751724
34828,517,349.7772414
34830,126,85.24551724
34832,93,62.91931034
34834,154,104.1889655
34836,-150,-101.4827586
34838,63,42.62275862
34840,0,0
34842,-146,-98.77655172
34844,-59,-39.91655172
34846,-56,-37.88689655
34848,-154,-104.1889655
34850,-93,-62.91931034
34852,25,16.9137931
34854,-70,-47.35862069
34856,137,92.68758621
34858,133,89.98137931
34860,-43,-29.09172414
34862,89,60.21310345
34864,58,39.24
34866,-69,-46.68206897
34868,115,77.80344828
34870,296,200.2593103
34872,58,39.24
34874,247,167.1082759
34876,323,218.5262069
34878,145,98.1
34880,262,177.2565517
34882,308,208.377931
34884,262,177.2565517
34886,377,255.06
34888,653,441.7882759
34890,387,261.8255172
34892,531,359.2489655
34894,566,382.9282759
34896,315,213.1137931
34898,428,289.5641379
34900,458,309.8606897
34902,206,139.3696552
34904,514,347.7475862
34906,529,357.8958621
34908,262,177.2565517
34910,532,359.9255172
34912,367,248.2944828
34914,101,68.33172414
34916,486,328.8041379
34918,212,143.4289655
34920,207,140.0462069
34922,464,313.92
34924,392,265.2082759
34926,306,207.0248276
34928,417,282.122069
34930,320,216.4965517
34932,111,75.09724138
34934,327,221.2324138
34936,210,142.0758621
34938,79,53.44758621
34940,333,225.2917241
34942,222,150.1944828
34944,47,31.79793103
34946,301,203.642069
34948,12,8.11862069
34950,-94,-63.59586207
34952,150,101.4827586
34954,-44,-29.76827586
34956,-103,-69.68482759
34958,176,119.0731034
34960,-76,-51.41793103
34962,-18,-12.17793103
34964,129,87.27517241
34966,-103,-69.68482759
34968,-171,-115.6903448
34970,78,52.77103448
34972,-200,-135.3103448
34974,-133,-89.98137931
34976,42,28.41517241
34978,-112,-75.7737931
34980,-196,-132.6041379
34982,-128,-86.59862069
34984,-272,-184.022069
34986,-278,-188.0813793
34988,-44,-29.76827586
34990,-409,-276.7096552
34992,-316,-213.7903448
34994,-156,-105.542069
34996,-318,-215.1434483
34998,-331,-223.9386207
35000,-250,-169.137931
35002,-505,-341.6586207
35004,-173,-117.0434483
35006,-277,-187.4048276
35008,-280,-189.4344828
35010,-294,-198.9062069
35012,-269,-181.9924138
35014,-202,-136.6634483
35016,-218,-147.4882759
35018,-265,-179.2862069
35020,-406,-274.68
35022,-164,-110.9544828
35024,-196,-132.6041379
35026,-363,-245.5882759
35028,-175,-118.3965517
35030,-222,-150.1944828
35032,-327,-221.2324138
35034,-201,-135.9868966
35036,-216,-146.1351724
35038,-347,-234.7634483
35040,-150,-101.4827586
35042,-220,-148.8413793
35044,-321,-217.1731034
35046,-121,-81.86275862
35048,-170,-115.0137931
35050,-286,-193.4937931
35052,-36,-24.35586207
35054,-143,-96.74689655
35056,-150,-101.4827586
35058,-19,-12.85448276
35060,-108,-73.06758621
35062,-96,-64.94896552
35064,38,25.70896552
35066,-142,-96.07034483
35068,-73,-49.38827586
35070,30,20.29655172
35072,-70,-47.35862069
35074,39,26.38551724
35076,80,54.12413793
35078,36,24.35586207
35080,45,30.44482759
35082,108,73.06758621
35084,-294,-198.9062069
35086,-21,-14.20758621
35088,-3,-2.029655172
35090,10,6.765517241
35092,132,89.30482759
35094,-33,-22.3262069
35096,97,65.62551724
35098,113,76.45034483
35100,88,59.53655172
35102,195,131.9275862
35104,480,324.7448276
35106,-508,-343.6882759
35108,-1043,-705.6434483
35110,-320,-216.4965517
35112,1,0.676551724
35114,-598,-404.577931
35116,231,156.2834483
35118,-189,-127.8682759
35120,-223,-150.8710345
35122,386,261.1489655
35124,-217,-146.8117241
35126,-350,-236.7931034
35128,-427,-288.8875862
35130,-654,-442.4648276
35132,-477,-322.7151724
35134,-148,-100.1296552
35136,-187,-126.5151724
35138,-267,-180.6393103
35140,-139,-94.04068966
35142,-324,-219.2027586
35144,-531,-359.2489655
35146,-375,-253.7068966
35148,-538,-363.9848276
35150,-516,-349.1006897
35152,-426,-288.2110345
35154,-378,-255.7365517
35156,-367,-248.2944828
35158,-324,-219.2027586
35160,-474,-320.6855172
35162,-528,-357.2193103
35164,-403,-272.6503448
35166,-530,-358.5724138
35168,-487,-329.4806897
35170,-443,-299.7124138
35172,-496,-335.5696552
35174,-418,-282.7986207
35176,-392,-265.2082759
35178,-446,-301.742069
35180,-361,-244.2351724
35182,-322,-217.8496552
35184,-449,-303.7717241
35186,-368,-248.9710345
35188,-358,-242.2055172
35190,-457,-309.1841379
35192,-362,-244.9117241
35194,-321,-217.1731034
35196,-391,-264.5317241
35198,-303,-204.9951724
35200,-344,-232.7337931
35202,-407,-275.3565517
35204,-384,-259.7958621
35206,-398,-269.2675862
35208,-494,-334.2165517
35210,-383,-259.1193103
35212,-408,-276.0331034
35214,-468,-316.6262069
35216,-336,-227.3213793
35218,-413,-279.4158621
35220,-535,-361.9551724
35222,-453,-306.477931
35224,-537,-363.3082759
35226,-617,-417.4324138
35228,-479,-324.0682759
35230,-525,-355.1896552
35232,-482,-326.097931
35234,-380,-257.0896552
35236,-436,-294.9765517
35238,-426,-288.2110345
35240,-381,-257.7662069
35242,-482,-326.097931
35244,-410,-277.3862069
35246,-350,-236.7931034
35248,-342,-231.3806897
35250,-316,-213.7903448
35252,-236,-159.6662069
35254,-309,-209.0544828
35256,-257,-173.8737931
35258,-176,-119.0731034
35260,-239,-161.6958621
35262,-316,-213.7903448
35264,19,12.85448276
35266,-329,-222.5855172
35268,-60,-40.59310345
35270,-8,-5.412413793
35272,-123,-83.21586207
35274,-53,-35.85724138
35276,51,34.50413793
35278,-73,-49.38827586
35280,11,7.442068966
35282,107,72.39103448
35284,-14,-9.471724138
35286,117,79.15655172
35288,159,107.5717241
35290,48,32.47448276
35292,178,120.4262069
35294,221,149.517931
35296,112,75.7737931
35298,273,184.6986207
35300,190,128.5448276
35302,162,109.6013793
35304,268,181.3158621
35306,260,175.9034483
35308,97,65.62551724
35310,276,186.7282759
35312,238,161.0193103
35314,96,64.94896552
35316,246,166.4317241
35318,188,127.1917241
35320,45,30.44482759
35322,205,138.6931034
35324,145,98.1
35326,-3,-2.029655172
35328,192,129.897931
35330,95,64.27241379
35332,-41,-27.73862069
35334,157,106.2186207
35336,25,16.9137931
35338,-60,-40.59310345
35340,107,72.39103448
35342,-56,-37.88689655
35344,-77,-52.09448276
35346,155,104.8655172
35348,-130,-87.95172414
35350,-158,-106.8951724
35352,19,12.85448276
35354,-104,-70.36137931
35356,-98,-66.30206897
35358,30,20.29655172
35360,-126,-85.24551724
35362,-97,-65.62551724
35364,85,57.50689655
35366,-71,-48.03517241
35368,-64,-43.29931034
35370,91,61.5662069
35372,-58,-39.24
35374,21,14.20758621
35376,198,133.9572414
35378,62,41.9462069
35380,78,52.77103448
35382,264,178.6096552
35384,85,57.50689655
35386,151,102.1593103
35388,318,215.1434483
35390,150,101.4827586
35392,232,156.96
35394,394,266.5613793
35396,255,172.5206897
35398,313,211.7606897
35400,396,267.9144828
35402,244,165.0786207
35404,290,196.2
35406,431,291.5937931
35408,253,171.1675862
35410,362,244.9117241
35412,509,344.3648276
35414,276,186.7282759
35416,410,277.3862069
35418,472,319.3324138
35420,260,175.9034483
35422,408,276.0331034
35424,433,292.9468966
35426,274,185.3751724
35428,409,276.7096552
35430,462,312.5668966
35432,305,206.3482759
35434,447,302.4186207
35436,494,334.2165517
35438,357,241.5289655
35440,534,361.2786207
35442,557,376.8393103
35444,374,253.0303448
35446,576,389.6937931
35448,595,402.5482759
35450,425,287.5344828
35452,645,436.3758621
35454,623,421.4917241
35456,462,312.5668966
35458,663,448.5537931
35460,599,405.2544828
35462,441,298.3593103
35464,629,425.5510345
35466,529,357.8958621
35468,475,321.362069
35470,676,457.3489655
35472,328,221.9089655
35474,443,299.7124138
35476,666,450.5834483
35478,479,324.0682759
35480,607,410.6668966
35482,513,347.0710345
35484,549,371.4268966
35486,483,326.7744828
35488,418,282.7986207
35490,499,337.5993103
35492,466,315.2731034
35494,452,305.8013793
35496,559,378.1924138
35498,366,247.617931
35500,475,321.362069
35502,592,400.5186207
35504,608,411.3434483
35506,753,509.4434483
35508,613,414.7262069
35510,626,423.5213793
35512,-491,-332.1868966
35514,453,306.477931
35516,269,181.9924138
35518,664,449.2303448
35520,656,443.817931
35522,988,668.4331034
35524,1470,994.5310345
35526,1507,1019.563448
35528,1252,847.0427586
35530,1274,861.9268966
35532,1220,825.3931034
35534,1442,975.5875862
35536,1580,1068.951724
35538,1699,1149.461379
35540,2118,1432.936552
35542,2574,1741.444138
35544,2394,1619.664828
35546,2314,1565.54069
35548,2347,1587.866897
35550,2193,1483.677931
35552,2201,1489.090345
35554,2636,1783.390345
35556,2435,1647.403448
35558,2558,1730.61931
35560,2945,1992.444828
35562,2609,1765.123448
35564,2449,1656.875172
35566,2518,1703.557241
35568,2227,1506.68069
35570,2286,1546.597241
35572,2398,1622.371034
35574,1931,1306.421379
35576,1847,1249.591034
35578,2035,1376.782759
35580,1677,1134.577241
35582,1561,1056.097241
35584,1480,1001.296552
35586,992,671.1393103
35588,865,585.2172414
35590,971,656.9317241
35592,544,368.0441379
35594,388,262.502069
35596,407,275.3565517
35598,8,5.412413793
35600,-63,-42.62275862
35602,9,6.088965517
35604,-158,-106.8951724
35606,-172,-116.3668966
35608,-68,-46.00551724
35610,-162,-109.6013793
35612,-153,-103.5124138
35614,40,27.06206897
35616,-116,-78.48
35618,-17,-11.50137931
35620,117,79.15655172
35622,-74,-50.06482759
35624,190,128.5448276
35626,127,85.92206897
35628,13,8.795172414
35630,53,35.85724138
35632,180,121.7793103
35634,38,25.70896552
35636,164,110.9544828
35638,265,179.2862069
35640,107,72.39103448
35642,188,127.1917241
35644,282,190.7875862
35646,166,112.3075862
35648,202,136.6634483
35650,363,245.5882759
35652,263,177.9331034
35654,386,261.1489655
35656,558,377.5158621
35658,329,222.5855172
35660,413,279.4158621
35662,611,413.3731034
35664,351,237.4696552
35666,425,287.5344828
35668,597,403.9013793
35670,456,308.5075862
35672,528,357.2193103
35674,811,548.6834483
35676,646,437.0524138
35678,603,407.9606897
35680,716,484.4110345
35682,430,290.9172414
35684,497,336.2462069
35686,600,405.9310345
35688,431,291.5937931
35690,652,441.1117241
35692,693,468.8503448
35694,498,336.9227586
35696,571,386.3110345
35698,509,344.3648276
35700,398,269.2675862
35702,363,245.5882759
35704,410,277.3862069
35706,248,167.7848276
35708,347,234.7634483
35710,300,202.9655172
35712,198,133.9572414
35714,265,179.2862069
35716,218,147.4882759
35718,29,19.62
35720,205,138.6931034
35722,129,87.27517241
35724,-61,-41.26965517
35726,173,117.0434483
35728,1,0.676551724
35730,14,9.471724138
35732,93,62.91931034
35734,60,40.59310345
35736,-120,-81.1862069
35738,54,36.5337931
35740,-60,-40.59310345
35742,-157,-106.2186207
35744,-19,-12.85448276
35746,-1,-0.676551724
35748,-136,-92.01103448
35750,64,43.29931034
35752,-40,-27.06206897
35754,-190,-128.5448276
35756,99,66.97862069
35758,-449,-303.7717241
35760,-62,-41.9462069
35762,-219,-148.1648276
35764,-62,-41.9462069
35766,-318,-215.1434483
35768,-16,-10.82482759
35770,-105,-71.03793103
35772,-112,-75.7737931
35774,-69,-46.68206897
35776,-77,-52.09448276
35778,-238,-161.0193103
35780,-68,-46.00551724
35782,-58,-39.24
35784,-93,-62.91931034
35786,109,73.74413793
35788,-84,-56.83034483
35790,-371,-251.0006897
35792,71,48.03517241
35794,-137,-92.68758621
35796,-137,-92.68758621
35798,-104,-70.36137931
35800,-140,-94.71724138
35802,-163,-110.277931
35804,60,40.59310345
35806,-848,-573.7158621
35808,-31,-20.97310345
35810,-79,-53.44758621
35812,-102,-69.00827586
35814,-362,-244.9117241
35816,-49,-33.15103448
35818,119,80.50965517
35820,78,52.77103448
35822,-6,-4.059310345
35824,-293,-198.2296552
35826,-192,-129.897931
35828,-125,-84.56896552
35830,-61,-41.26965517
35832,-32,-21.64965517
35834,-53,-35.85724138
35836,-155,-104.8655172
35838,-55,-37.21034483
35840,88,59.53655172
35842,-82,-55.47724138
35844,2,1.353103448
35846,-51,-34.50413793
35848,-95,-64.27241379
35850,-6,-4.059310345
35852,20,13.53103448
35854,-34,-23.00275862
35856,-14,-9.471724138
35858,128,86.59862069
35860,-8,-5.412413793
35862,84,56.83034483
35864,33,22.3262069
35866,-82,-55.47724138
35868,-31,-20.97310345
35870,-33,-22.3262069
35872,-3,-2.029655172
35874,35,23.67931034
35876,-19,-12.85448276
35878,30,20.29655172
35880,-19,-12.85448276
35882,6,4.059310345
35884,0,0
35886,-107,-72.39103448
35888,-57,-38.56344828
35890,-74,-50.06482759
35892,135,91.33448276
35894,-89,-60.21310345
35896,-59,-39.91655172
35898,-54,-36.5337931
35900,-159,-107.5717241
35902,-50,-33.82758621
35904,-135,-91.33448276
35906,-131,-88.62827586
35908,-529,-357.8958621
35910,-8,-5.412413793
35912,-370,-250.3241379
35914,-37,-25.03241379
35916,-177,-119.7496552
35918,-349,-236.1165517
35920,-275,-186.0517241
35922,-387,-261.8255172
35924,-344,-232.7337931
35926,-520,-351.8068966
35928,-584,-395.1062069
35930,-648,-438.4055172
35932,-564,-381.5751724
35934,-434,-293.6234483
35936,-492,-332.8634483
35938,-515,-348.4241379
35940,-492,-332.8634483
35942,-603,-407.9606897
35944,-544,-368.0441379
35946,-563,-380.8986207
35948,-667,-451.26
35950,-483,-326.7744828
35952,-504,-340.982069
35954,-652,-441.1117241
35956,-423,-286.1813793
35958,-500,-338.2758621
35960,-641,-433.6696552
35962,-472,-319.3324138
35964,-510,-345.0413793
35966,-573,-387.6641379
35968,-461,-311.8903448
35970,-537,-363.3082759
35972,-590,-399.1655172
35974,-494,-334.2165517
35976,-546,-369.3972414
35978,-602,-407.2841379
35980,-468,-316.6262069
35982,-604,-408.6372414
35984,-666,-450.5834483
35986,-486,-328.8041379
35988,-663,-448.5537931
35990,-668,-451.9365517
35992,-542,-366.6910345
35994,-692,-468.1737931
35996,-623,-421.4917241
35998,-524,-354.5131034
36000,-673,-455.3193103
36002,-563,-380.8986207
36004,-441,-298.3593103
36006,-688,-465.4675862
36008,-568,-384.2813793
36010,-483,-326.7744828
36012,-642,-434.3462069
36014,-533,-360.602069
36016,-460,-311.2137931
36018,-541,-366.0144828
36020,-449,-303.7717241
36022,-396,-267.9144828
36024,-568,-384.2813793
36026,-427,-288.8875862
36028,-404,-273.3268966
36030,-542,-366.6910345
36032,-303,-204.9951724
36034,-359,-242.882069
36036,-524,-354.5131034
36038,-274,-185.3751724
36040,-306,-207.0248276
36042,-471,-318.6558621
36044,-249,-168.4613793
36046,-331,-223.9386207
36048,-452,-305.8013793
36050,-235,-158.9896552
36052,-287,-194.1703448
36054,-377,-255.06
36056,-137,-92.68758621
36058,-222,-150.1944828
36060,-310,-209.7310345
36062,-132,-89.30482759
36064,-254,-171.8441379
36066,-361,-244.2351724
36068,-94,-63.59586207
36070,-241,-163.0489655
36072,-300,-202.9655172
36074,-124,-83.89241379
36076,-243,-164.402069
36078,-297,-200.9358621
36080,-141,-95.3937931
36082,-340,-230.0275862
36084,-357,-241.5289655
36086,-185,-125.162069
36088,-332,-224.6151724
36090,-351,-237.4696552
36092,-211,-142.7524138
36094,-353,-238.8227586
36096,-364,-246.2648276
36098,-233,-157.6365517
36100,-445,-301.0655172
36102,-405,-274.0034483
36104,-228,-154.2537931
36106,-408,-276.0331034
36108,-363,-245.5882759
36110,-204,-138.0165517
36112,-368,-248.9710345
36114,-343,-232.0572414
36116,-206,-139.3696552
36118,-408,-276.0331034
36120,-297,-200.9358621
36122,-173,-117.0434483
36124,-352,-238.1462069
36126,-263,-177.9331034
36128,-143,-96.74689655
36130,-296,-200.2593103
36132,-215,-145.4586207
36134,-127,-85.92206897
36136,-311,-210.4075862
36138,-227,-153.5772414
36140,-101,-68.33172414
36142,-298,-201.6124138
36144,-172,-116.3668966
36146,-72,-48.71172414
36148,-231,-156.2834483
36150,-100,-67.65517241
36152,-27,-18.26689655
36154,-202,-136.6634483
36156,-43,-29.09172414
36158,3,2.029655172
36160,-162,-109.6013793
36162,-43,-29.09172414
36164,3,2.029655172
36166,-150,-101.4827586
36168,13,8.795172414
36170,43,29.09172414
36172,-127,-85.92206897
36174,-10,-6.765517241
36176,-18,-12.17793103
36178,-154,-104.1889655
36180,-56,-37.88689655
36182,-42,-28.41517241
36184,-190,-128.5448276
36186,-42,-28.41517241
36188,-19,-12.85448276
36190,-177,-119.7496552
36192,-32,-21.64965517
36194,-56,-37.88689655
36196,-202,-136.6634483
36198,-68,-46.00551724
36200,-113,-76.45034483
36202,-220,-148.8413793
36204,-70,-47.35862069
36206,-54,-36.5337931
36208,-141,-95.3937931
36210,20,13.53103448
36212,-64,-43.29931034
36214,-175,-118.3965517
36216,-7,-4.735862069
36218,-100,-67.65517241
36220,-188,-127.1917241
36222,-110,-74.42068966
36224,-357,-241.5289655
36226,-203,-137.34
36228,0,0
36230,57,38.56344828
36232,-158,-106.8951724
36234,73,49.38827586
36236,232,156.96
36238,192,129.897931
36240,308,208.377931
36242,248,167.7848276
36244,172,116.3668966
36246,420,284.1517241
36248,398,269.2675862
36250,392,265.2082759
36252,547,370.0737931
36254,271,183.3455172
36256,248,167.7848276
36258,282,190.7875862
36260,129,87.27517241
36262,140,94.71724138
36264,-34,-23.00275862
36266,129,87.27517241
36268,747,505.3841379
36270,659,445.8475862
36272,614,415.4027586
36274,375,253.7068966
36276,243,164.402069
36278,385,260.4724138
36280,172,116.3668966
36282,391,264.5317241
36284,348,235.44
36286,881,596.042069
36288,-170,-115.0137931
36290,526,355.8662069
36292,136,92.01103448
36294,649,439.082069
36296,399,269.9441379
36298,344,232.7337931
36300,1252,847.0427586
36302,1144,773.9751724
36304,1552,1050.008276
36306,1610,1089.248276
36308,1169,790.8889655
36310,1386,937.7006897
36312,1602,1083.835862
36314,1370,926.8758621
36316,1967,1330.777241
36318,2343,1585.16069
36320,2208,1493.826207
36322,2765,1870.665517
36324,2826,1911.935172
36326,1606,1086.542069
36328,2071,1401.138621
36330,1940,1312.510345
36332,2501,1692.055862
36334,2807,1899.08069
36336,2786,1884.873103
36338,2684,1815.864828
36340,2743,1855.781379
36342,2606,1763.093793
36344,2172,1469.470345
36346,2301,1556.745517
36348,2143,1449.850345
36350,1991,1347.014483
36352,2118,1432.936552
